BAD,LOAN,MORTDUE,VALUE,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,36000,204292,268436,ProfExe,3,0,0,243.2954303,0,31,30.93897745
0,36000,203680,270992,ProfExe,3,0,0,234.0239751,0,32,29.69634581
1,36000,124000,176000,Other,21,,,257.7,5,35,
0,36000,145908,190303,ProfExe,20,0,0,179.7192455,0,21,38.60076499
0,36000,89270,127834,Mgr,30,0,0,350.6195273,0,20,38.66907284
0,36100,94801,146627,Other,11,0,0,64.37879289,1,36,40.23487119
0,36100,36948,56236,Other,,0,0,,7,0,31.0580187
1,36100,233417,324987,ProfExe,4,0,0,152.2454279,0,25,21.86293891
0,36200,38010,59111,Other,,0,0,,6,0,31.33214149
0,36200,36974,54452,Other,,0,0,,7,0,31.16435392
0,36200,36661,53622,Other,,0,0,,6,0,32.01469166
0,36300,35287,56532,Other,,0,0,,7,0,32.6245319
0,36300,22431,42834,Mgr,6,0,0,50.41959435,0,6,33.41614827
0,36300,25867,43823,Mgr,6,0,0,56.12733917,0,6,33.67673955
0,36300,26662,70000,ProfExe,5,0,0,190.8,2,18,
0,36300,142395,195120,ProfExe,22,0,0,185.3593721,0,22,38.35509489
0,36300,35072,74829,ProfExe,4,1,0,195.5596417,2,18,23.01985524
0,36400,118040,164592,Other,,0,0,250.0032832,2,13,34.32228507
0,36400,38263,57311,Other,,0,0,,7,0,31.53665358
0,36400,86853,131508,Mgr,30,0,0,349.6943994,0,19,40.10703136
0,36400,204419,268745,ProfExe,4,0,0,267.920922,0,31,32.74759312
0,36500,141200,195729,ProfExe,23,0,0,182.7288948,0,22,37.40550958
1,36500,84978,125000,Self,10,0,1,213.0666667,0,64,
0,36500,18101,42320,Mgr,7,0,0,49.74620282,0,7,36.50100933
0,36500,114350,164159,Other,,0,0,245.523255,3,13,37.0713328
0,36500,87683,131532,Mgr,32,0,0,351.025752,0,20,40.17865138
1,36600,397299,512650,ProfExe,4,0,0,197.5166839,0,21,43.45832742
0,36600,32590,58157,Other,,0,0,,6,0,33.01693102
0,36800,35447,59890,Other,,0,0,,7,0,31.17384352
0,36800,109378,163684,Other,,0,0,240.2328754,3,13,35.69154269
0,36800,35077,53120,Other,,0,0,,6,0,34.98501256
1,36800,125894,172184,Office,11,0,1,214.7311603,1,33,43.84754372
1,36900,111151,155000,ProfExe,12,0,0,137.9666667,0,40,
0,37000,34085,70596,ProfExe,3,0,0,195.3633838,2,18,25.59242395
1,37000,93378,145000,Sales,15,,2,368.7,1,27,
0,37000,36910,58338,Other,,0,0,,7,0,34.89158459
0,37200,35515,76591,ProfExe,6,0,0,203.7080546,1,17,22.43213209
0,37200,205922,267238,ProfExe,2,1,0,238.2114799,0,32,31.62284354
0,37200,202627,268857,ProfExe,3,0,0,248.1703603,0,31,31.85939856
1,37300,68789,86172,Self,2,0,6,235.6379056,2,25,114.0505277
0,37400,96798,145550,Other,12,0,0,63.90167695,1,35,40.59485173
0,37500,111248,159739,Other,,0,0,260.0814842,2,13,36.39334812
0,37500,127000,190900,Mgr,,1,0,181.6333333,0,25,
0,37600,33388,71282,ProfExe,4,0,0,202.1125682,2,18,25.19652419
0,37600,141000,200300,ProfExe,5,0,0,145.6333333,0,31,
0,37700,141260,205493,ProfExe,5,0,0,148.1372394,0,31,34.3029739
0,37700,31687,76454,ProfExe,5,0,0,192.3516702,2,18,23.87340882
0,37700,37200,51389,Other,,0,0,,6,0,32.77433102
0,37800,31214,58282,Other,,0,0,,7,0,34.22618958
0,37800,111412,166682,Other,,0,0,251.9567829,3,14,34.88341094
0,37900,201996,272874,ProfExe,3,0,0,249.8265925,0,32,31.42758245
0,37900,150044,202894,ProfExe,5,0,0,156.0339279,0,30,36.31140767
0,38000,58200,108000,Mgr,16,0,1,195.8333333,0,22,
1,38000,24447,,Office,3,0,4,134.9,2,25,
1,38000,106000,160000,Other,24,0,6,240.4666667,0,33,
1,38000,290000,364000,ProfExe,0.3,0,0,126.8333333,6,32,
0,38000,97759,139899,Other,11,0,0,62.85866966,1,36,41.78849218
1,38000,94083,132791,Self,10,0,1,212.992728,0,64,62.80173209
0,38100,204071,270794,ProfExe,3,0,0,230.3985765,0,32,31.36973939
0,38100,33446,73289,ProfExe,5,0,0,180.847815,1,18,23.82041534
0,38100,67559,113024,Mgr,16,0,0,190.6766714,0,22,40.23960964
0,38100,93544,142231,Other,11,0,0,55.10985031,0,36,41.2954003
0,38200,128081,196037,Mgr,,0,0,197.8654921,0,24,32.56785691
0,38200,147457,210065,ProfExe,3,0,0,148.7331849,0,31,35.89492543
0,38200,92227,143087,Other,13,0,0,61.17833505,1,36,40.32954242
0,38300,93255,144457,Other,10,0,0,73.65685393,1,36,41.93949606
0,38400,31458,71821,ProfExe,4,0,0,191.9755584,2,17,24.98536247
0,38600,136879,191860,Mgr,,1,0,185.3149451,0,25,35.05916323
0,38600,145590,209950,ProfExe,4,0,0,149.8811289,0,31,35.58278883
1,38700,,60000,Other,0,0,0,235.3666667,1,15,
0,38700,33465,71449,ProfExe,6,0,0,172.767888,2,17,25.31284163
1,38700,119847,162365,ProfExe,13,0,0,149.8027955,0,39,47.91511242
1,38800,31976,,Office,2,0,3,134.543886,1,24,
1,38900,120006,160771,ProfExe,13,0,0,137.6353734,0,40,46.70158524
0,38900,198749,270751,ProfExe,4,0,0,245.8954444,0,32,29.62236869
0,38900,31836,54976,Other,,0,0,,6,0,33.45924564
0,38900,200731,269450,ProfExe,3,0,0,237.3442966,0,32,29.2944879
0,39000,36335,50704,Other,,0,0,,7,0,31.2443985
1,39000,399412,511164,ProfExe,5,0,0,181.9624008,0,21,43.73003185
1,39000,3372,41500,ProfExe,4.3,0,0,326.6666667,6,15,
0,39100,128996,195061,Mgr,,1,0,167.6645086,0,25,31.80559628
0,39100,68135,108723,Mgr,15,0,1,193.6861891,0,22,38.57899271
1,39300,,62158,Other,0,0,0,238.8741292,1,14,1.028930968
0,39300,27324,73924,ProfExe,6,0,0,190.3445745,1,18,25.05353353
0,39400,148631,207976,ProfExe,6,0,0,151.2569462,0,31,35.43199305
1,39400,162000,235000,Mgr,10,3,4,77.1,0,21,
0,39500,30972,70545,ProfExe,3,0,0,197.4524289,2,17,25.36055735
1,39500,,50000,Other,7,0,0,51.76666667,0,14,
0,39500,132485,192838,Mgr,,1,0,176.1238814,0,24,31.7374782
0,39500,68117,117084,Mgr,15,0,0,198.0997869,0,21,40.2048745
0,39600,134552,193455,Mgr,,0,0,185.1938366,0,25,33.2179617
1,39600,,44000,Other,,0,3,214.0333333,1,16,
0,39700,134586,193219,Mgr,,1,0,179.0693557,0,25,32.04113397
0,39700,146341,208296,ProfExe,5,0,0,139.4367339,0,31,35.4591605
0,39700,59360,117186,Mgr,16,0,1,203.1399683,0,22,40.13809045
0,39800,129611,191175,Mgr,,0,0,183.7992158,0,25,35.55248636
1,40000,76769,129000,Sales,30,0,0,286.3,2,35,
0,40000,134029,191990,Mgr,,1,0,178.7809596,0,24,34.52145025
0,40000,5118,62000,Office,,0,0,311.4333333,0,19,
0,40000,362000,465000,ProfExe,3,0,0,313.4666667,4,15,
1,40000,147224,225000,Self,2,0,4,158.2,3,28,
1,40000,53543,,Other,3.5,1,8,159.3,2,39,
1,40000,4742,,Mgr,5,7,1,304.3666667,6,21,
1,40000,120000,159000,Other,0,0,1,314.5,6,52,
1,40000,159000,225000,Self,5,0,0,6.133333333,8,3,
1,40000,,850000,Other,17,0,0,186.6666667,1,24,
1,40000,331000,415000,ProfExe,22,0,0,242.4666667,8,34,
0,40000,145351,208657,ProfExe,3,0,0,153.8265438,0,31,36.09992698
0,40100,129625,197722,Mgr,,0,0,178.7673936,0,25,33.19931059
0,40100,58784,115430,Mgr,17,0,1,183.5200567,0,22,39.38915656
0,40300,369874,467112,ProfExe,2,0,0,328.1988938,4,15,40.79992141
0,40300,33299,73380,ProfExe,4,0,0,184.5375891,1,18,24.37448111
0,40400,63131,109395,Mgr,14,0,0,198.4484187,0,21,39.55593621
1,40400,83786,131000,Office,34,,13,210.6,3,36,
0,40400,145423,203712,ProfExe,5,0,0,150.8043968,0,31,37.30801307
0,40500,66895,113770,Mgr,14,0,0,188.1404168,0,22,38.08532813
0,40500,145127,205613,ProfExe,5,0,0,143.1288344,0,30,35.3375454
0,40600,362909,466731,ProfExe,4,0,0,305.8124192,4,14,42.93033947
0,40600,15024,65109,Office,,0,0,313.6709263,0,19,15.62993741
0,40600,14534,60000,Other,20,0,0,206.9666667,1,31,
0,40700,150283,208676,ProfExe,5,0,0,152.1022715,0,31,36.90999415
0,40700,11541,64714,Office,,1,0,298.6485317,0,19,16.5302805
0,40700,371003,467818,ProfExe,1,0,0,316.6044418,3,14,41.72389922
0,40800,127034,198587,Mgr,,1,0,186.5429439,0,25,35.40002128
0,40800,12064,66193,Office,,0,0,305.786099,0,18,12.93568769
0,40900,18760,69373,Other,19,0,0,211.6988199,1,31,39.92258688
0,40900,14719,69488,Office,,0,0,318.0554593,0,18,15.07801115
1,40900,217000,290000,ProfExe,30,1,0,230.2666667,2,25,
0,40900,149281,202877,ProfExe,4,0,0,156.783069,0,30,34.41651981
0,40900,64674,111877,Mgr,15,0,0,201.7363729,0,21,40.45600987
0,41100,129281,194500,Mgr,,1,0,197.4320691,0,25,32.51476871
0,41100,94600,151000,Other,15,,1,220.1333333,4,31,
0,41100,59463,112626,Mgr,16,0,0,210.2039695,0,22,40.4395557
1,41200,48400,99500,Other,3,1,1,203.8,2,38,
0,41200,99653,157923,Other,14,,1,213.4828743,3,30,40.90847995
0,41200,141705,207314,ProfExe,6,0,0,144.6224183,0,31,36.77626356
1,41300,42000,98000,ProfExe,12,0,0,222.2,0,23,
0,41400,362578,471827,ProfExe,1,0,0,292.135985,4,15,40.77205849
0,41400,,46000,Other,,6,,112.7960318,,20,
0,41500,97536,158739,Other,13,,1,212.7744346,3,31,42.30190724
0,41600,,48319,Other,,5,,113.7989069,,20,29.04125341
0,41600,,53078,Other,,6,,108.8701167,,20,26.98944023
0,41600,365528,469694,ProfExe,3,0,0,304.9828841,3,15,43.36362433
1,41600,,44157,Other,,0,2,202.151546,0,15,34.90863172
0,41700,59889,109250,Mgr,16,0,0,187.1328108,0,22,36.96881444
0,41700,12375,71029,Office,,0,0,325.2841932,0,19,16.10143414
1,41700,,854112,Other,16,0,0,180.6088782,0,23,42.07164538
1,41700,,854114,Other,18,0,0,189.0993782,1,23,43.25877898
1,41800,147416,227168,Self,2,0,4,157.6682359,3,28,
0,41800,5143,67205,Office,,0,0,317.924784,0,18,14.85334107
0,41800,363737,469748,ProfExe,4,0,0,327.7437552,4,14,43.80929207
1,42000,9999,50681,ProfExe,3,0,0,326.0679857,5,15,12.38674131
0,42000,21314,68047,Other,21,0,0,209.8976942,1,30,39.94638535
1,42000,140000,,ProfExe,25,2,1,311.4333333,1,15,
1,42000,65889,125000,Other,10,0,0,102.5,1,13,
1,42000,102000,165000,Office,12,1,1,237.3666667,0,19,
0,42100,17852,65877,Other,18,0,0,201.4302702,1,30,43.19519357
0,42100,21137,65676,Other,21,0,0,194.3463245,1,31,43.20591058
0,42200,,55578,Other,,6,,115.8781891,,20,28.23841231
0,42200,21393,68111,Other,19,0,0,208.5229244,0,30,39.75171656
0,42200,21427,61457,Other,19,0,0,183.4818117,1,30,39.86473881
0,42300,367089,469771,ProfExe,3,0,0,310.0515235,4,14,42.60364087
0,42300,22434,65893,Other,18,0,0,205.5336428,1,31,43.22866458
1,42400,220757,297444,ProfExe,30,0,0,237.5898022,1,25,44.47109904
0,42500,9898,65778,Office,,0,0,318.2554619,0,18,15.65288079
0,42500,104027,158425,Other,14,,0,224.6013756,3,31,42.68375126
0,42600,13284,64273,Office,,0,0,310.3983225,0,19,15.24961301
0,42600,114000,174000,Self,12,0,0,183.4333333,0,5,
0,42600,22446,66485,Other,17,0,0,204.2036332,0,30,41.15627594
0,42700,9330,67950,Office,,0,0,305.7031533,0,19,12.84600617
0,42800,7382,71331,Office,,0,0,321.7808575,0,19,16.54506284
1,42800,9133,44083,ProfExe,5,0,0,333.9133736,5,15,13.41782225
0,42800,6929,67573,Office,,0,0,299.3808919,0,19,14.04201152
0,42800,100919,158981,Other,14,,1,221.1178184,4,30,42.58161533
0,42900,8117,66731,Office,,0,0,315.2548189,0,19,13.31235591
0,42900,101731,155688,Other,14,,1,235.352057,3,30,43.18142449
0,42900,122372,175968,Self,13,0,0,160.7297557,0,4,39.46919961
0,43000,18388,64896,Other,20,0,0,207.0664633,0,31,40.77787713
0,43100,13356,64852,Office,,0,0,320.3105483,0,19,15.60459962
0,43100,8482,64282,Office,,0,0,312.1176895,0,19,16.35364258
0,43200,120310,178938,Self,10,0,0,196.2815792,0,5,40.16548813
1,43200,217036,291222,ProfExe,30,0,0,228.1464583,1,25,43.7894993
0,43200,367917,466755,ProfExe,3,0,0,312.3063392,4,15,42.62357404
0,43200,15635,60925,Other,19,0,0,212.1152801,0,30,40.46067582
0,43300,18824,63487,Other,22,0,0,212.2548894,0,30,41.24673596
0,43300,,53434,Other,,5,,113.7376908,,20,29.61653289
1,43300,,45924,Other,,1,1,207.3007302,0,17,33.67894598
1,43300,217840,299171,ProfExe,31,0,0,232.2700678,1,24,43.1146909
0,43300,,48908,Other,,5,,123.4028599,,19,28.19235324
0,43300,119351,179347,Self,13,0,0,178.9515394,0,4,37.98046402
0,43500,,51496,Other,,6,,109.2705596,,20,26.62587935
0,43500,,46571,Other,,5,,108.5866326,,19,29.37129987
1,43500,,855909,Other,16,0,0,196.4036364,0,23,42.98540838
0,43700,5137,67256,Office,,0,0,306.9953711,0,18,16.67867641
0,43700,,48535,Other,,6,,95.71980545,,19,26.98118298
0,43800,5884,64890,Office,,0,0,309.8275477,0,19,16.16045086
0,43800,,54046,Other,,5,,113.1043563,,19,29.99790497
0,43900,5149,67021,Office,,0,0,317.4093049,0,18,16.14568887
0,43900,120527,174003,Self,13,0,0,167.2083664,0,4,39.28934898
0,44000,,50760,Other,,5,,116.4370353,,19,26.07043469
1,44000,68600,125000,Self,5,0,2,92.3,0,23,
1,44000,55604,101916,Other,3,0,1,194.2349529,2,37,43.33855659
0,44100,,51165,Other,,5,,130.4969829,,19,27.10511582
0,44400,100564,154708,Other,14,,0,253.914111,3,30,43.90215236
1,44400,67272,130818,Other,9,0,0,112.5918505,0,12,43.68096501
0,44500,,50696,Other,,5,,128.6563934,,20,28.18713999
0,44900,95410,157649,Other,16,,1,216.1010462,4,31,40.48351525
1,45000,47321,115000,Other,,0,1,130.3,0,22,
0,45000,,76673,Office,11,0,0,297.3,0,13,
0,45000,87000,151000,Other,16,0,0,223.2,8,19,
1,45100,67552,128659,Other,10,0,0,83.32311342,0,13,43.87407943
0,45200,89427,157731,Other,17,0,0,209.7670286,8,18,39.16706289
0,45700,118247,174711,Self,11,0,0,170.6522245,0,5,37.73075139
1,45700,,50800,ProfExe,13,3,2,97.4,4,46,
1,45900,52720,115224,Other,,0,1,126.1165183,0,21,
0,46100,,86132,Office,10,0,0,301.925688,0,13,33.91473806
0,46200,117227,174882,Self,12,0,0,195.6411868,0,5,40.62161928
1,46300,39800,41600,Other,,0,0,111.6,1,3,
0,46300,120636,178823,Self,11,0,0,188.0436192,0,3,40.91514127
0,46700,,81114,Office,10,0,0,295.7343915,0,12,33.415153
0,46900,91672,158953,Other,16,0,0,221.1323632,8,19,38.10922752
1,47000,192677,268000,Mgr,15,0,0,165.1,2,20,
0,47000,39000,99820,Self,9,0,0,203.8,3,36,
1,47000,164411,235500,Office,17,0,1,181.9333333,3,48,
1,47000,159500,230000,Office,3,0,0,,0,0,
0,47000,42437,109553,Self,10,0,0,206.7140756,2,35,40.14252106
0,47100,48062,107824,Self,9,0,0,203.6866984,2,35,41.5263174
0,47500,,83607,Office,10,0,0,298.4308481,0,12,32.40868613
0,47500,95847,152789,Other,16,0,0,230.0672773,8,18,38.95925288
0,47500,,76836,Office,11,0,0,290.6493233,0,13,34.1468927
0,47600,39364,108232,Self,9,0,0,199.3332859,2,35,40.18942197
0,47600,,86652,Office,7,0,0,304.0581023,0,13,31.57129492
0,47700,93909,154158,Other,14,0,0,227.2282602,8,19,41.33812472
1,47800,47354,119244,Other,,0,1,128.0510907,0,21,
0,47900,95377,157273,Other,16,0,0,236.3026595,8,18,39.10304524
0,48000,41392,106075,Self,8,0,0,203.0888209,2,35,38.63382732
0,48200,93127,159179,Other,16,0,0,216.0086204,8,19,38.12822804
0,48400,33300,60000,Office,5,1,,193.3666667,1,16,
0,48800,47476,105332,Self,9,0,0,194.1389185,3,36,40.65343467
0,48900,33903,68995,Office,6,0,,204.4521171,1,16,30.99923613
0,48900,41260,102771,Self,8,0,0,192.2261774,3,35,41.21871452
0,49200,40694,69777,Office,3,1,,205.1048824,0,16,30.21490434
0,49300,40724,102546,Self,6,0,0,211.4493138,1,36,39.03767909
1,49500,247500,,Other,0,0,4,160.3333333,2,25,
1,49500,9000,55000,Other,3,0,0,,0,0,
0,49800,44462,102203,Self,8,0,0,207.5640502,3,37,40.30286769
0,49900,45455,102971,Self,9,0,0,197.9633093,2,36,42.06427923
0,50000,43689,104139,Self,9,0,0,219.4172391,2,35,38.55938906
1,50000,69400,163000,Other,1.3,0,1,103.1333333,,13,
1,50000,235000,295000,Mgr,6,0,1,110.5666667,8,23,
1,50000,220528,300900,Self,5,0,0,0,0,2,
1,50000,202601,288000,ProfExe,3,1,1,160.6666667,2,30,
0,50000,,82200,Other,,0,0,342.8666667,0,7,
0,50000,,78703,Self,10,0,0,179.5666667,1,22,
0,50000,44000,59000,Office,12,0,1,102.5,2,26,
0,50000,174900,250000,ProfExe,5.5,0,0,235.4333333,2,33,
1,50000,38000,,ProfExe,26,7,6,150.2,0,25,
1,50000,26976,,Mgr,8.3,1,0,111.6,1,6,
1,50000,106000,,Mgr,0.8,0,2,252.6333333,3,32,
1,50000,167000,245000,Self,22,1,7,267.9,2,24,
1,50000,80286,145000,Other,12,,1,178.7665994,0,35,
1,50000,160000,235000,ProfExe,0.3,0,0,184.7,0,41,
1,50000,30338,,Mgr,8,0,0,91.43100485,0,5,35.08400094
0,50100,35910,64042,Office,4,0,,187.3935802,1,16,30.42924665
0,50100,,85756,Other,,0,0,348.7860099,0,6,23.21980601
0,50100,48370,106233,Self,8,0,0,193.6509051,3,36,39.93534357
1,50100,256431,,Other,0,0,4,142.343205,2,25,3.342569837
0,50200,,85567,Other,,0,0,351.1856524,0,6,24.08456584
1,50200,34668,,Mgr,7,1,0,117.6825478,1,5,36.72448606
1,50200,197770,271676,Mgr,16,0,0,146.8625413,1,20,42.9265802
0,50200,46670,102264,Self,9,0,0,211.2358604,3,35,38.68051971
0,50300,,88313,Other,,0,0,344.4097766,0,7,22.16959631
0,50400,53992,63772,Office,12,0,1,98.82239648,2,25,40.42570434
1,50400,168561,244322,Office,16,0,1,184.5232854,3,47,47.41737605
0,50400,43635,104114,Self,10,0,0,224.4829394,3,35,40.8514441
0,50400,53024,65024,Office,12,0,0,103.1857617,1,25,40.86786973
0,50400,40140,103789,Self,9,0,0,208.7665748,3,35,40.01526267
1,50500,70318,172288,Other,0,0,1,106.2010986,,13,25.84526388
0,50600,178073,255435,ProfExe,5,0,0,238.1770546,1,33,37.50148945
0,50700,,83365,Self,9,0,0,190.229251,0,21,25.65597685
0,50800,,86207,Self,9,0,0,167.8236105,0,21,26.65051224
0,50800,48667,63130,Office,12,0,1,97.97218322,1,26,40.02592041
0,50800,44992,108486,Self,6,0,0,204.9624883,2,36,40.771305
0,50800,,91305,Other,,0,0,344.9541782,0,7,23.51912852
0,50900,,85196,Other,,0,0,351.4508781,0,6,21.59548
0,50900,42541,68483,Office,5,1,,181.3903357,1,15,30.9097129
0,50900,22000,77826,Other,3,2,0,263.7333333,7,14,
0,50900,53334,63298,Office,12,0,0,106.6882892,1,25,37.31209736
0,51000,39609,60837,Office,5,0,,178.8886708,0,16,30.84104501
0,51100,28312,82300,Other,3,2,0,269.3359755,6,14,41.08753538
0,51100,178810,252724,ProfExe,6,0,0,252.9850717,2,32,39.35189319
0,51300,,85255,Self,10,0,0,166.7279349,0,22,26.57262502
0,51400,,79910,Self,13,1,0,169.9121678,0,21,26.25179842
0,51500,42041,67770,Office,6,0,,205.6565765,1,16,31.0290026
0,51500,,90003,Other,,0,0,347.8025143,0,7,25.32400193
0,51600,38900,63292,Office,6,1,,182.5208964,1,15,32.82312065
0,51600,31536,81233,Other,2,1,0,267.1343742,6,13,40.15503117
0,51700,183615,257077,ProfExe,4,0,0,213.7558502,2,32,38.95331304
0,51700,181000,255026,ProfExe,6,0,0,253.7420986,1,33,40.01760328
0,51800,174945,251643,ProfExe,5,0,0,257.8079289,1,33,40.17406476
0,52000,31305,83147,Other,3,1,0,268.3858077,7,14,42.40293347
0,52000,,85298,Self,10,0,0,178.5784823,1,21,25.51396564
0,52200,,90240,Other,,0,0,341.8288117,0,7,24.01667109
0,52200,41301,67400,Office,5,1,,181.5023543,1,15,30.62618827
0,52200,,81115,Self,10,0,0,173.2142842,1,21,24.98188282
0,52300,,84584,Other,,1,0,350.9209963,0,7,24.35530425
0,52400,27234,83482,Other,2,2,0,250.6140239,6,14,40.54824598
0,52700,23905,82670,Other,4,2,0,253.3513018,7,14,42.83695513
0,52700,,80747,Self,10,0,0,174.1256156,0,21,25.26444754
0,52800,53532,68305,Office,11,0,0,91.13322531,1,25,40.66968682
0,52900,48825,59418,Office,13,0,0,102.338683,1,25,38.75199499
0,53000,180371,256589,ProfExe,4,0,0,240.157802,1,33,36.47761781
0,53200,182033,258678,ProfExe,5,0,0,227.7177292,2,32,39.93135284
0,53300,,84871,Self,8,0,0,169.3437239,1,21,24.0312395
1,53400,228236,305514,Self,6,0,0,11.14806851,0,2,34.55841672
0,53500,179116,257688,ProfExe,5,0,0,232.5959521,1,33,39.78989915
1,53600,235895,299772,Mgr,5,0,0,112.7482819,7,22,44.94592915
1,53600,208197,297280,ProfExe,4,1,1,160.4852512,2,29,41.6467315
0,53700,49669,63995,Office,12,0,1,92.96631275,2,26,40.10162342
0,53700,25813,78955,Other,3,2,0,243.5148555,7,14,42.99845603
0,53700,,84205,Other,,0,0,339.6656147,0,7,22.63994036
0,53700,24158,82627,Other,2,2,0,250.6665426,6,14,43.26837545
1,53800,82324,154409,Other,10,,1,157.4840113,0,34,41.65904448
0,53800,,81322,Self,9,0,0,171.4475547,0,22,24.70906036
0,53900,,91309,Other,,0,0,349.7957481,0,6,22.06132991
0,54000,176922,256977,ProfExe,6,0,0,225.5657,2,33,37.98968921
1,56800,95321,169000,Other,3,0,0,239.4333333,4,38,
0,57000,38000,68000,Other,3.5,0,0,97.4,0,21,
0,58000,39436,75446,Other,2,0,0,102.2093582,0,20,30.16455356
0,58100,42615,70584,Other,4,0,0,102.2991169,0,20,28.52576894
0,58900,40100,70672,Other,3,0,0,112.3195141,0,20,30.38843059
0,59200,119000,198000,ProfExe,9,0,0,309.1333333,2,27,
0,59200,43877,74768,Other,5,0,0,102.5503172,0,21,31.30426743
0,59500,47485,69981,Other,4,0,0,100.1393112,0,20,29.47367331
0,59700,39253,69299,Other,2,0,0,110.876229,0,21,29.31950054
0,59800,42069,72082,Other,4,0,0,78.40407309,0,21,29.01621726
1,60000,86573,159920,ProfExe,7,0,5,332.7333333,3,22,
0,60000,122729,207797,ProfExe,9,0,0,313.3343967,2,27,35.02857792
0,60000,38944,69961,Other,2,0,0,96.69392888,0,20,28.38550102
0,60500,40669,70207,Other,3,0,0,96.26606796,0,21,29.36696636
1,61400,46126,83800,Other,33,0,1,339.9,1,23,
0,62500,124491,198338,ProfExe,10,0,0,324.3207318,1,26,38.06975144
0,62700,120598,207803,ProfExe,9,0,0,304.3146151,2,26,36.43625181
0,62900,119903,201928,ProfExe,9,0,0,297.3074808,1,25,37.63650245
1,63300,202000,281000,ProfExe,2,0,0,99.43333333,2,21,
0,63900,62200,140030,Office,10,0,1,126.8,0,12,
0,64200,64888,145725,Office,10,0,1,136.9478112,0,11,40.5318231
0,64900,69786,148769,Office,10,0,0,129.0844789,0,11,43.51994271
0,65100,67389,142740,Office,9,0,1,116.9061041,0,11,43.36871813
0,65200,71151,143960,Office,10,0,0,128.7805143,0,12,43.19116341
0,65200,63338,148871,Office,11,0,0,124.2430768,0,12,41.44401078
0,65200,71061,141666,Office,10,0,1,134.6809067,0,11,43.56886383
1,65500,205156,290239,ProfExe,2,0,0,98.80820562,1,21,144.1890013
0,65800,71611,146689,Office,8,0,1,132.8466231,0,11,41.7807059
0,65800,70095,142922,Office,10,0,0,113.0698235,0,12,39.91878984
0,66000,62296,143982,Office,12,0,1,121.3494427,0,10,41.6125057
0,66400,69588,143926,Office,12,0,0,118.2544866,0,11,39.9753471
0,66500,64423,143341,Office,9,0,0,113.9844467,0,11,39.82143976
0,67400,66095,147203,Office,10,0,0,118.7647612,0,11,42.04567201
0,68000,191000,288000,Self,11,0,0,218.1,3,25,
0,68100,193298,288525,Self,10,0,0,228.2872952,2,25,30.39586943
0,68700,197356,291242,Self,10,0,0,217.8016474,2,24,29.42305804
0,69000,197587,295551,Self,10,0,0,211.7763912,3,24,30.35685652
0,69600,198702,293252,Self,10,0,0,208.2990068,2,24,27.76164414
0,69700,192163,293901,Self,10,0,0,222.1475256,2,24,29.03823599
